idx|Premise|Hypothesis|label
78040e|Jon had lived around slavery his whole life but seeing a town as beautiful as this one perverted by such inhumanity chilled his heart.|The town used to be beautiful, but is now filled with inhumanity. |0
100015e|prints out on your screen as they're typing it and it was just great fun you know|It was fun that it printed out as they were typing.  |0
93379e|The Americans' Omaha and Utah beaches, from Colleville to La Madeleine, are now official map references, a cartographer's tribute to the theater of the fiercest fighting in the D-Day landings.|As a cartographer's tribute to the sites of the fiercest fighting in the D-Day landings, the Americans' Omaha and Utah beaches, from Colleville to La Madeleine, are now official map references.|0
113626e|(1) replace old, worn-out capital goods with new, and sometimes more productive, goods and (2) expand the capital stock.|Capital goods must be replaced.|0
130368e|If you don't have your own equipment it is easy to buy at the resort.|There is equipment for sale at the resort.|0
43389e|Only 95 each (who would order just one?)|Only 95 each.|0
102405e|Note the sundial at the center top of the archway.|Take notice of the sundial on the archway.|0
127095e|Ivory-white and 11.3 m (37 ft) high, its columns, beams, and cornices are carved with a menagerie of dragons, phoenixes, lions, and tigers in a field of clouds, peonies, Chinese sages, and angels, all gilded and painted in red, gold, blue, and green.|It is over 10 m tall and has carvings on its columns.|0
68741e|Then you will not object to answering a few questions. |In that case you won't mind answering some questions.|0
123142e|Now and then he passed his hand across his lips as though to hide a smile.|He passed his hand across his lips, as though to hide a smile, every now and then.|0
142969e|A leader must be a uniter, not a divider, he declares.|A leader needs to unite people.|0
97716e|well well of course uh it depends i guess on what you're uh oh oh what you're you're interest and abilities are so far as whether you're going to paint yourself uh|You can paint whatever interests you. |0
37386e|"They don't need this one which isn't."""|They don't need this one.|0
111554e|That spearwoman is good, he said to Ca'daan.|Ca'daan was told about the spearwoman. |0
35877e|but it it's all that it's it's all that uh the new age philosophy and um|The new age philosophy is all that.|0
10430e|but really bad it um almost destroyed the  the tourism in one town because of the mosquitoes they're so bad yeah that was it's a really nice area i've been there before and it's|Due to the mosquitoes, the tourism in one town was almost destroyed.|0
27749e|i didn't yes|Correct, I did not.|0
9399e|yeah as long as you don't lose sight that they're still kitty cats|Sure, if you keep in mind that they're just cats.|0
103630e|The stone was much loved by Victorian visitors, who would have their photographs taken with hands outstretched against the rock face, as if to show that they were strong enough to hold up the massive stone.|The visitors loved the stone.|0
10861e|A permit is needed for river and lake fishing; details are available from branches of the Portuguese National Tourist Office (see page 169) or the Instituto Florestal (Avenida Joao Crisestomo 26, 1000 Lisbon).|You need a permit to fish in the river and lake.|0
80999e|It was people who advocate democracy who had black people lynched from one end of this country to another.|The lynching of black person across the country was done by the very people who advocate democracy.|0
24830e|In one of the strips, one of the characters is jumping rope and says, Suddenly it struck me that it all seemed futile.|A comic strip character is seen jumping rope and saying that it all seems futile.|0
129932e|Some tour buses that take you around the highlights let you hop on and off, wherever and as often as you like, all on one ticket, for a period of up to 48 hours.|You can get to leave the bus on some of the tours.|0
62292e|No, I thought not.|I don't think so. |0
56017e|In 2000, the Department of the Treasury launched the National Partners for Financial Empowerment.|In 2000, the National Partners for Financial Empowerment was launched.|0
132250e|Yes, it all fitted in. |Yeah, everything fitted in.|0
44189e|The sights are  the Hindu gopuram tower-gates of the south, the temples of Varanasi (Benares), the cave monasteries of Ajanta and Ellora, the beautiful and erotic sculptures of Khajuraho, the splendid marble palaces, fortresses, and mausoleums of the emperors and maharajas in Delhi, Agra, and Rajasthan, the colonial government buildings in New Delhi, or the unusual style of the Gothic-Oriental railway station in Mumbai (known until 1995 as Bombay).|Cave monasteries exist in both Ajanta and Ellora.|0
99099e|Now, if somebody is willing to pay $1,000 for a bottle of wine, I'm inclined to guess that he's well informed about its quality.|If someone pays a lot of money for a bottle of wine, I assume he's well informed about its quality.|0
127467e|There are also full-scale models of the planes, with a fuel tank big enough for only a one-way mission.|There are large models of the planes.|0
10883e|They've been shooting at everything that flies.|They have been targeting any flying object.|0
138276e|Men pray to the left, women and children to the right.|Men pray separately from women and children.|0
73933e|Some separations of the CEO and chairman functions are successful and others are not.|Certain separation of the functions of the CEO and chairman are successful.|0
43575e|What are you talking about? Dad didn't even know that thing was there.|Dad didn't even know that thing was there, what are you talking about?|0
23651e|A detailed discussion of the comments and the Commission's consideration appears at 61 Fed.|61 Fed contains a report about the issue.|0
29092e|In recent years, many of those hotels have been urgently updating their design and services, as even more hotels are being built in the zona turista.|Many of the hotels have been updating their design and services.|0
86129e|The ease of Barrett's succession to CEO is the ultimate expression of this, of course.|Barrett did not work very hard to become CEO.|0
124672e|On the basis of the data it obtained, the Trade Office made program changes and improved both its performance and its responsiveness.|The trade office made program changes and improved its performance and responsiveness |0
74213e|"They went down to the hill."""|The went down the hill.|0
111852e|The cinema is a great national passion, with over 300 different films showing in Paris every week.|Over 300 different films are shown in Paris each week.|0
41812e|This act and other laws define the general responsibilities of the CIO and many of the processes required to manage information in the federal government.|This act contains information about the responsibilities of the CIO.|0
12308e|Not by nature, perhaps, doc.|This doesn't happen by nature.|0
14988e|Taking the waters in a slightly different there are two hot springs to choose from in the town.|The town offers two different hot springs that visitors can choose from.|0
117500e|This exciting museum embraces France's tremendous creativity from 1848 to 1914 in the domains of painting, sculpture, architecture and industrial design, advertising, newspapers, book publishing, photography, and the early years of cinema.|The museum shows French art.|0
75646e|Pokemon, by contrast, centers on an intellectually demanding game.|The game is intellectually demanding.|0
76484e|The company has agreed to purchase a limited number of white tablecloths, real silver, and nonrecyclable crystal.|The business will be buying some high end tableware items with limited use potential.|0
63295e|To try to get some sort of independent measure of what these jobs are worth, I called Kelly Services, the nationwide temp agency.|When I called Kelly Services I was looking to get a measurement of what jobs like this are worth. |0
74715e|A subsequent review was performed a few months later to determine if weaknesses had been reduced.|A later review took place later to see if weaknesses were corrected.|0
41559e|Thank you.|Thanks!|0
70480e|i think that's neat because they really have a lot of good ideas insights that my father my husband's father is really old he he had him late in life and he's he'll be eighty this year|That is cool because they do have some good ideas.|0
51904e|It was erected in 1906 not far from the reformer's supposed burial site.|It was built close to the reformer's alleged burial site in 1906.|0
79564e|The Wine Market Council will launch a media campaign in February.|In February, the Wine Market Council with engage in some marketing opportunities.|0
5526e|The size and vehemence of their protests, which spread countrywide, forced the government to negotiate with the Solidarno ? (Solidarity) trade union, granting its workers' demands and allowing free trade unions limited autonomy to oversee their industries.|With large, angry protests that took place across the country, Solidarity was able to advance worker and trade union demands.|0
4721e|Housed in a handsomely renovated 16th-century chapel with wonderful natural Medi?­ter?­ra?­nean light, they include important works by Bonnard, Derain, Van Dongen, Matisse, Signac, and Braque.|Several art pieces by famous artists are in the chapel. |0
23046e|If you're planning several visits, you might like to concentrate on just one section at a time ' the Italian, the French, the Spanish, the Flemish and Dutch, for example, but not forgetting the important sections devoted to ancient Egyptian, Greek, and Roman antiquities.|If you can visit multiple times, it might be best to knock off the sections one by one.|0
139449e|"They--hey, what's that?""  He was looking up, and Hanson followed his gaze."|Hanson followed his gaze as he looked up.|0
62928e|well um i seem to always be in the the next to the last generation of word processing software when everyone was in Samna i was still in PFM and now that i finally become proficient in Samna everybody's going to WordPerfect so i can never quite stay current with that|I really struggle to keep up with the latest software that everyone uses.|0
36329e|and i think now that it happens more frequently than we know that it's just not sensationalized as much at least in Texas because i hear every once in a while i'll hear something on the news|I think it happens more than we know, it's just not sensationalized as much. |0
142412e|"I don't like him."""|I dislike him.|0
116109e|However, section 330 of the Appropriations Act effectively prohibited issuance of any CAFE standard that differs from standards promulgated . . . prior to the enactment of this section.|Section 330 banned issuing CAFE standards that are different from other standards.|0
110786e|well i don't know how you feel about this but uh it's really scary to me|To me, this thing is really scary.|0
135208e|Are they stillborn?|Were they a stillborn?|0
34676e|46 Higher Expected Spending and Call for New Benefit Underscore Need for Meaningful Reform (GAO-01-539T, March 22, 2001).|reform is needed for new benefits|0
21926e|The final rule eliminates installment payments in the auction of the lower 80 and General Category channels in the 800 MHz Specialized Mobile Radio service.|The installment payments in the auction is eliminated.|0
20964e|The methodologies for selecting these leading governments are detailed in the respective reports.|Detailed in the respective reports are the methodologies for selecting these leading governments.|0
91366e|These walks are a little more off the beaten track and require advance planning in terms of parking the car and obtaining refreshment, but they're rewarding because of the rich variety of landscapes they cover.|You have to consider parking when you take these walks.  |0
52961e|Their bid and ask prices are quoted on securities exchange markets.|Both the bid and ask prices are quoted.|0
4799e|The third of seven kids of an FBI family.|The FBI family has seven kids.|0
82780e|In the preamble to the rule, FDA presents a summary of its economic analyses, discussing the potential benefits of the proposed rule and the economic impact that could occur as a result of its implementation.|The preamble contains an analysis of the benefits of the rule and its effect on the economy. |0
80619e|The most attractive enclave is the pedestrianized precinct centred on Ben Yehuda Street and Yoel Salomon Street.|The most attractive place for pedestrians are Ben Yehuda Street and Yoel Salomon Street. |0
85485e|yeah and they'll go to the doors and stand up on the screen door looking out but uh they're not too interested in going outside i|They look outside but they are not interested in going outside.  |0
3905e|The trotting race is a particularly exciting event to watch.|One can watch a trotting race and it's exciting.|0
118692e|The ground is a lot rougher south.|The southern ground is more rough. |0
135411e|Now that is about half.|Now that is roughly half.|0
104987e|The river abounds with mahseer and trout, as well as two kinds of crocodile and the occasional blind freshwater dolphin.|The river holds mahseer, trout, crocodile, and dolphin.|0
123178e|For a thousand kilometres, the oil rigs stretched.|The oil rigs stretched out for a long distance.|0
35502e|So, they compensate with vocabulary, animating their play with exaggerated violence and tough talk, smashing, kicking, and zapping the imaginary bad guys.|Their plays feature affected violence, and fights against imaginary bad guys.|0
3700e|The analysis discusses why the Commission rejected these alternatives and instead selected those adopted in the Final Report and Order.|The analysis talks about why the Commission chose some alternatives over the others.|0
40243e|Although a comprehensive discussion of income versus consumption taxes is beyond the scope of this primer, it is helpful to highlight various federal tax incentives for saving and investment.|For this primer we cannot give a comprehensive discussion of income and consumption taxes, but we can emphasize the federal tax incentives for saving and investment. |0
109048e|The information collection requirements will not be effective until OMB approval is obtained.|OMB approval is necessary to make the collection requirements effective.|0
107068e|In 1962 the colonial authorities closed the border with China, but even this did not altogether stem the flow of  The next arrivals were the Vietnamese boat people.|Concerned with immigrants, borders were closed, but to no avail.|0
23180e|Compare prices before you buy any significant item.|You should compare prices before making a large purchase.|0
18324e|Now suppose anyone wished to pass himself off as John or Lawrence Cavendish. |Imagine anyone wanting to impersonate John or Lawrence Cavendish. |0
130685e|I felt that I was right in my opinion that Dorcas was the person most affected by the personal side of the tragedy. |I knew that Dorcas was the one distressed the most by the tragedy.|0
27709e|b) Had her reputation smeared by Clintonistas and the media.|Her name and fame was ruined by the media.|0
145293e|In compliance with section 202 of the Unfunded Mandates Reform Act, EPA prepared a written statement, including a cost benefit analysis, assessing the impact of the rule, which it published with both the proposed and the final rule.|Section 202 of the Unfunded Mandates Reform Act includes a cost benefit analysis.|0
14199e|I saw my friends killed.|I witnessed my friend's murder.|0
47131e|to the point where they're putting people in bed or overmedicating them so they'll stay in one spot and not do anything that certainly would be something to to watch for because you've got with some of them being some of these places can even be two and three thousand dollars a month to stay in fee|They have the patients staying in their room in bed, they over medicate and charge thousands of dollars a month, so you have to be careful of the facility. |0
49373e|In the latter case, a government that cares about children would want to discourage household moves (say through subsidies to homeownership), even at the cost of higher unemployment.|Children are more important than the cost of higher unemployment.|0
98553e|Sure, because it's probably a scout-ship.|The ship is most likely used for scouting.|0
27537e|Park in the main car park and walk the few meters into the village.|Walk a the few meters into the village after parking in the main car park.|0
138315e|But then, I live in Maine, where ornamental culture has made little impression, except possibly through a widespread interest in the L.L.|Ornamental culture generally isn't a big deal in Maine.|0
121432e|They will discover something new each time.|Each time they will find something new.|0
6672e|A modest puppet show is put on every 20 to 25 minutes in the puppet theater.|The puppet theater offers small shows two or three times an hour.|0
123315e|The society was founded in 1731, and established among other things, the National Gallery and the National Library.|The National Gallery and the National Library were established by a society founded in 1731.|0
16396e|Or, to quote Kael again, Mean Streets never loses touch with the ordinary look of things or with common experience.|Mean Streets always shows ordinary things or common experiences.|0
53763e|This is reflected in the monitoring and reporting requirements, which provide that units sharing a common stack do not need to be separately monitored and must collect sufficient information to determine compliance.|Units that have a common stack don't need to be monitored separately.|0
31545e|Despite repeated reports of serious problems, senior agency officials had not provided the management attention needed to ensure that their information security programs were effective.|There were repeated complaints, but there was no proof that management ensured the security was tight.|0
101887e|and generally it does work out that way|I usually works out that way.|0
76707e|Performance measurement should include program accomplishments in terms of outputs (quantity of products or services provided, e.g., how many items efficiently produced?)|Good performance measurement should include accomplishments. |0
56435e|Following the statutory change, LSC issued no new regulations interpreting the language, Congress called for no new interpretation, and LSC grantee practice did not change.|LSC didn't issue new regulations.|0
134323e|When his family fell on hard times, Degas blamed it on the Jews.|Degas blamed the Jews when his family fell on hard times. |0
13505e|eighty nine|It's the year prior to 1990.|0
33260e|Abbey et al, 1999 reported associations between long-term PM exposure and mortality in men.|There are reported correlations between long-term PM exposure and mortality in men.|0
1649e|She was out for money.|She was looking for money.|0
31797e| Local fruit is delicious, and the fresh produce of Ibiza will jolt your palate awake.|The local fresh fruit and produce are good.|0
6119e|Your allusion to Earl Browder fell wide of the polemical mark with me, because I actually lived next door to Earl Browder as a child.|Earl was my neighbor when I was a kid.|0
126239e|not since they're coach is gone|their coach is no longer there|0
84923e|From Lincoln to Wilson it was 34, and since Wilson it has been 25.|Since Wilson it has been 25, and from Lincoln to Wilson 34.|0
88285e|well hopefully you know if it's humid now maybe it'll i remember last year it rained an awful lot or uh you know for the last couple of years it's rained an awful lot and maybe that'll help to defeat some of the heat|Last year was really rainy.|0
46933e|exchange electronic messages, obtain data from remote computer sites, and maintain critical records.|You must maintain critical records.|0
17044e|that's right yeah well i i know exactly how you feel|I know exactly how you feel.|0
85996e|everybody's in Texas God okay|All the people I know are in Texas.|0
91344e|they do well it was very good it just takes up you know like you say a lot of your garden area|It does work well, but it occupies a lot of your garden space.|0
38127e|because the economy is down people you know the the the low man on the pole is getting more of the i guess the bulk of it|The low economy means the low man gets the bulk of it. |0
47747e|but the problem is it's not an armed insurrection|The issue is the fact that it is not an armed insurrection.|0
70696e|Despite these formidable challenges, Japan will probably end up confounding the pessimists.|Japan faces challenges in confounding pessimists.|0
63009e|four people with with luggage and uh course this grant it that's you know it's been four years ago but it's remarkable that the that the bigger vans uh they're uh my boss just bought a a pick up truck and uh he only gets seventeen miles a gallon|My boss's truck gets 17mpg.|0
5232e|Any substantial benefit reform should be coupled with adequate and effective cost containment measures to avoid worsening Medicare's long-range financial condition.|Both Benefit reform and cost containment are needed for Medicare's long-range health.|0
146086e|A piece hints that China lost the massive technological advantage it held in 1000 because its mandarin bureaucrats imposed too many regulations.|One piece suggests the advantage that China had in technology was lost because of bureaucratic regulations.|0
75615e|But in doing so, he more or less eviscerates his own claim that these machines belong in a modern art museum, as opposed to one focused on design, transportation, or history.|He analyzes his clame that these machine should be in a modern art museum.|0
97828e|uh-huh i i tend to get stuck in in and i find a place that i like and i stay there um i  some of the things i like are atmosphere um|Usually I stay in one place that I have found that I like.|0
83428e|It is said that the award acquired its name after Bette Davis glanced at a sketch of the statuette penciled on a napkin and remarked, It looks like my Uncle Oscar. |The statuette drawn on the napkin looked very much alike to my Uncle Oscar.|0
137296e|To accomplish this, the board must raise or lower interest rates to bring savings and investment at that target unemployment rate in line with each other.|In order to make it happen, the board has to increase or decrease the interest rates so that the unemployment rate goes down|0
85362e| Weighing the volume in his hand, the Kentuckian straightened up.|Weighing the book in his hand, the Kentuckian stood up.|0
91183e|The return and preservation of ancient traditions was a response, in part, to the increasing demand of savvy tourists for a cultural as well as a leisure experience, but a leading component was a growing movement by native Hawaiians to restore the rights stolen from them when the royal monarchy was overthrown.|The native Hawaiians pushed to restore rights that were taken from them in the past.|0
96560e|That's wrong, because you can (if you wish) buy a $10,000 Treasury bill that will bring all your interest payments right back to you--thereby, in effect, taxing yourself to pay off the debt right away, and limiting your damage to the initial $10,000.|It's possible to mitigate your damages to the original $10,000.|0
136631e|but but people weren't as mobile then as they are now i mean i will bet half of your neighborhood or three quarters of it and i know it's true with ours is not from Dallas is not even from Texas|People are more mobile now.|0
94576e|I took up a telegram to No. 891 the lady was there.|I delivered the telegram to the lady at No. 891.|0
76143e|FEMA did not comment on the report.|No comments on the report were made by FEMA.|0
61130e|The only crop affected by changes in ozone during April is winter wheat.|In April, winter wheat was impacted by ozone variations.|0
76995e|Information sharing and coordination among organizations are important aspects of producing comprehensive and practical approaches to combating computer-based attacks.|Coordination among organizations and information sharing are important aspects of combating computer-based attacks.|0
58514e|with all the um cholesterol and and high fiber changing the way that you that you entertain|the cholesterol and and high fiber changes the way you entertain.|0
45335e|(Many suspect that the bombings were staged to marshal support for war.)|Many people think the bombings were caused by the government.|0
19838e|So the question of the tonic was finally abandoned, and the Coroner proceeded with his task. |The coroner kept working.|0
54452e|Finally I got a blinking cursor at the Linux prompt.|They got the cursor to blink.|0
69591e|no no no not not not for the leaders definitely not for the leaders|no, absolutely not for the people in charge|0
17949e|Go through the underground walkway to Statue Square; on the east side of the square is the Legislative Council Building, one of the few colonial buildings left in Hong Kong.|The Legislative Council Building, one of the few colonial buildings left in Hong Kong, is on the east side of Statue Square.|0
6411e|The European system, called REIMS II, relates terminal dues to domestic postage.|The European system relates terminal dues to domestic postage prices.|0
66120e|Mizrahi (or  eastern ) Jews are from West Asia, Central Asia, and North Africa, including black-eyed, high-cheekboned Yemenite Jews; Jews from the mountains of Kurdistan and the dusty plateaus of Bukhara; and Iraqi Jews, whose community existed from the days of the Babylonian Captivity in the sixth century b.c. until modern times.|Iraqi Jews originate from back in the time of being captive in Babylon during the sixth century b.c., there are also the Yemenite Jew and Mizrahi Jew, and Jews from the mountains of Kurdistan.|0
12204e|  A list of key project team members showing their|They had a list of the project team members.|0
7549e|Well, says the man on the ground, you don't know where you are or where you are going, but you expect me to be able to help.|The man doesn't know where he is or where he is going.|0
124128e|Performances are amateur and professional, take place afternoons and evenings, and are free or have a minimal cover charge (US$1-$2).|There are both amateur and professional performances.|0
58822e|Fines the same for beating a dog in county|Penalties are the same for hitting a dog.|0
83168e|Other MLAN projects include a Web site for the general public called the Peoples Law Library (www.peoples-law.org) that increases public access to legal information and legal pro se assistance for a variety of common legal problems.|MLAN started the People Law Library, a website providing legal information.|0
8311e|There was Judy Chicago, selling Holocaust jewelry to raise money for her (stupid and vulgar) painting cycle on the subject.|Chicago was selling jewelry to raise money.|0
49575e|In addition to evaluating the progress made toward achieving annual goals established in the performance plan for the fiscal year covered by the report, an agency's program performance report is to evaluate the agency's performance plan for the fiscal year in which the performance report was submitted (for example, in their fiscal year 1999 performance reports, due by March 31, 2000, agencies are required to evaluate their performance plans for fiscal year 2000 on the basis of their reported performance in fiscal year 1999).|There is a deadline for the fiscal year 1999 performance reports.|0
34441e|but i think a lot of people learn how to do maintenance from whether their father did it you know my didn't do much at all and didn't know much about cars and|Most people learn about cars from their dad, but my dad didn't.|0
41210e|You know these kids are straight; them an' their ol' man's come to work th' Range for wild ones on Rennie's own askin'.|The straight kids' father went to work because Rennie asked him to.  |0
106036e|provided us with a copy of the full text of the analysis.|We received a copy of the full text of the analysis.|0
32139e|In other words, Bennett is not adducing a second authority for his assertions but merely falling back on the first via its recycling by another writer.|Bennett didn't find another source, he just used the same one that had been recycled by a different author.|0
103090e|To continue discriminating is to throw away an opportunity for unprecedented financial success.|Discriminating continuously means throwing away an opportunity for financial success.|0
122506e|Among those fooled by the Six Degrees of Separation -style setup was Harvard sociologist William Julius Wilson, who lost $175.|William Julius Wilson was fooled into losing money.|0
929e|However, the buildings beautiful though they are have not been able to accommodate modern computerized banking equipment; increasingly, the institutions have moved to modern buildings around the city.|The beautiful building has old computerized banking equipment. |0
117443e|'Excuse me?' I blinked.|I blinked and spoke the following words: Excuse me. |0
1621e|and that was a major ordeal to get him to buy it but once he bought it he has been so pleased|Since the purchase he has been very happy.|0
54599e|In 1972, the 53-year-old Salinger wrote the notorious fan letter to the 18-year-old Joyce Maynard, who had just written a New York Times Magazine cover story about herself.|Salinger wrote the notorious fan letter to Joyce.|0
118270e|Within hours, Salon published the reporter's derisive story about the press conference, titled  I am not a slut!|"Salon published a story titled ""I am not a slut!"" in a few hours."|0
129722e|yeah yeah there there are many organizations uh feed the hungry all these there's a lot of drives in school for this type of thing already you know not neccessarily sometimes um|There are many charitable organizations that provide food for hungry people.|0
55921e|Footpaths along the water's edge lead to pretty wooden bridges and reed beds, which are home to a wealth of bird and water life.|The decorative wooden bridges and reed beds are home to birds and water life.|0
81620e|More spending!|Increase the spending!|0
89237e|uh-huh  that would be neat i'd have to basically say my birth yeah|That's cool and I would have to say my birth.|0
87033e|Many large hotels offer this  taster  as a facility for their guests.|Guests have some facilities open to them at large hotels.|0
81790e|Every national animal protection organization in the country--representing more than 10 million Americans, and all of which have asked Vice President Al Gore to re-examine the program--would beg to differ.|Millions of Americans have proposed that Al Gore takes another look into the program.|0
135991e|The mob, reportedly acting on Cohn's behalf, threatened Davis with violence to force him into a sham marriage with a fellow African-American.|The mob threatened Davis to force him into a sham marriage.|0
99869e|yeah you have an inside track or something|You have something like an inside track.|0
97575e|He would sell them for money, sí, probably much money.|He would most likely sell them for a lot of money.|0
88270e|and then it blows into this whole series thing so i sort of had to stay with it|I had to continue with it since it blew into this whole series.|0
85041e|Why don't we hang out?|Let's spend some time together.|0
61378e|Law firms fight for their names and contacts.|The contracts are sought by law firms.|0
89143e|A layabout would simply have written a true story.|A true story would be written by a layabout. |0
75362e|Perhaps, said his uncle.|His uncle said perhaps.|0
106717e|Legislation circulated by the high court's lobbyist specifies that the hike would apply to attorneys paying full annual registration fees.|The lobbyist says the fee increase would be paid by attorneys.|0
93768e|This is our measure of the potential for electronic substitution.|The is the measurement of electronic substitution potential that we have. |0
61043e|There is no legitimate basis for declaring a504(a)(16) facially unconstitutional.|A504(a)(16) cannot be declared facially unconstitutional due to lack of basis. |0
97706e|One program was told to restructure its capacity for telephone advice and brief service so that clients would not have to personally come to the office for an intake interview.|One program was told to restructure its capacity |0
89221e|but i put it in a nice glass bowl and um some people don't like that that film on the pudding so you can put uh Saran Wrap over the top|Saran Wrap can be used to cover the film that some people don't like. |0
75372e|but i guess you know that's they contract they don't|That's just how the contract is.|0
129897e|Farther on you come to an amazing double tunnel, forcing you to choose the left or right paths.|You come to a double tunnel and must choose either right or left.|0
58470e|yeah that's true that's true well i guess the only other uh things that i like to do you know the oil changes and things that are not worth paying for at least in my neck of the woods so we do that kind of maintenance and|I do my own oil changes and maintenance, in my area it's to expensive to have someone else do it.|0
39677e|It was, says the Washington Post 's Lloyd Rose, the same old people wearing dresses of varying embarrassment and crying and hugging and saying they loved each other.|Lloyd Rose says it's the same people wearing garish dresses and showing emotion. |0
98495e|we've done some camping in that we still go down to the river at least try to get down there once a year|We try to go camping by the river once a year.|0
110202e|While Milliken himself shuns publicity, his role in backing these institutions has been fairly well reported.|Millken's position in backing these institutions has been well documented.|0
5154e|Most boards have historically spent most of their time on this role.|The majority of boards spend a lot of time on this role.|0
96432e|In 2001, Delaware Volunteer Legal Services helped more than 1,000 low-income defendants.|Delaware Volunteer Legal Services helped many poor people.|0
5697e|Farther down the coast road you'll come to Martinique's most-photographed fishing village, Bellefontaine, with a beach cluttered with nets and the distinctive gommier fishing boats invented by the Carib Indians.|The Carib Indians are responsible for the invention of the gommier fishing boats. |0
55709e|The Germans, he writes, displayed the callousness toward human life typically attending war.|The Germans were apathetic when it came to human life in war.|0
91672e|While Pompeii was incinerated by volcanic cinders, a minimum of 20 m (65 ft) of ash and mud swamped Herculaneum, hardening and covering the houses in a protective crust that kept upper stories and even some of the woodwork intact.|The city of Pompeii was destroyed by a volcano.|0
52420e|oh belly dance|Belly dance|0
100116e|The stores would be sold at bargain prices, and many are located in communities where there would otherwise be no post-merger competitor.|It is possible to sell the stores at some stage.|0
95887e|yeah yeah i should probably go back and read the book now  that i just saw the movie again not too long ago|I should probably return to the book and read.|0
141206e|Course we don't know what happened to him in Texas after th' big retreat th' Rebs made outta here.|The Rebs retreated from Texas and they had lost contact with him.|0
58888e|True, the note betokened signs of weakening, but he could excuse that.|The letter looked as though it would tear.|0
26092e|One wall is devoted to Bad Government, a gloomy portrait of Tyranny, badly damaged, and the other two to Siena's own enlightened Good Government, full of fascinating detail of town life roof-builders, shoe shop, school, outdoor tavern, ladies dancing in the street and hunters riding out to the surrounding countryside.|One wall is dedicates to bad government while the other is dedicates to good government.|0
73915e|yeah they're not worth a year or some people unfortunately just just can't even afford it you know or whatever i mean the Peace Corps doesn't pay very well|The Peace Corps don't have a very good pay rate.|0
103944e|Under the Acid Rain cap and trade program, we have not seen local hot spots because the highest emitters are often the most cost-effective to control and therefore, the most likely to control.|Under the Acid Rain cap and trade program, we look for local hot spots.|0
141189e|No part of the Temple building once surrounded by these walls still stands.|The temple building is totally destroyed.|0
24923e|The 1500s were a time of prosperity, power, and cultural and scientific achievement for the Polish-Lithuanian Commonwealth.|The Polish-Lithuanian Commonwealth of the 1500s was known for its cultural and scientific achievements.|0
36336e|Further, although there is no precedence among the principles, organizational conditions may make it more feasible to address one principle before another.|It is more feasible to work on one principle before another, even though there is no precedence.|0
8125e|Association for Federal Information Resources Management|There is a federal group called the Association for Federal Information Resources Management.|0
48245e|yeah i i i know one that's still that way but that's about it i'm down to one friend that holds that position still i'm the only one home right now and i i have the kids clamoring for my attention now so i understand what that's like|i understand what that's like because i'm home alone with kids who are clamoring for my attention|0
117493e|Now the salamander moved toward them, directed apparently by slight motions from Sather Karf.|The salamander moved toward them, for some reason.|0
87701e|its uh building uh contractor or building supplies place|Its either a building, a contractor, or a building supplies place.|0
80219e|This erosion of the distinction between whole humans and their parts--technicians will be able to tweak your cells either way--brings into question the moral privileges we attribute to whole humans, such as personhood and bodily integrity.|They question the integrity of human beings being changed.|0
84974e|and yeah i think that was just a a horrible miscarriage of justice because of the uh you know staying by the absolute strict rules and not allowing things to be presented to the jury that uh were highly relevant to the case and could i thought have established the defendant's innocence|I think that was just a gross misjudgment.|0
116443e|The Laurels was a dilapidated house, standing back from the road with a few grimy bushes to support the fiction of a front garden.|The Laurels did not have a lavish front garden.|0
15043e|it's fine over on the coast because you've got the you've got the breezes off the off the water there|The sea breeze from the coast is really good.|0
141008e|and so when we got there the water that we were supposed to drink wasn't potable like well you couldn't drink it|When we got there the water we were supposed to drink wasn't drinkable.|0
50674e|"It was, to my mind, a very fair and equitable distribution."" Poirot nodded thoughtfully. "|"Poirot nodded, ""The distribution was very equal."""|0
606e|"Once again ""Mr. Brown"" had triumphed."|Mr. Brown succeeded yet again.|0
17445e|is available only in the sense that the article doesn't accept the number that is available--thus using its own doubts to lend validity to themselves.|The article does not accept the number that is currently available.|0
139563e|But still, I can't complain about what is there.|But still, I'm fine with what is there.|0
56940e|But after the election, says Blankley, there is a 99.|according to Blankley, there is a 99 after the election.|0
60420e|Outcome - An assessment of the results of a program compared to its intended purpose.|An outcome is the assessment of the results of a program.|0
66636e|Even though foreign invaders stormed Portugal around 2000 b.c. , Madeira was discovered only a few decades before Columbus made his way to America.|Foreign invaders attacked Portugal in 2000 b.c.|0
103629e|Exit strategy became a fashionable term during the Gulf War.|The Gulf War was when the term exit strategy first became popular.|0
115051e|Madden said his focus will be individual cases, and that any resources we can spare to do community economic development, we will.|His focus will be individual cases.|0
38791e|In the house is the Beit Collection of paintings (shared with the National Gallery); it includes celebrated works by Gainsborough, Goya, Guardi, Hals, Reynolds, Rubens, Velasquez, Vermeer, and others, and a series of eight paintings by Murillo depicting the story of the prodigal son.|The Beit collection is on display.|0
77660e|yeah right i know a lot of people where i work make their clothes it's just there's just so many people sewing now days|These days many people are sewing and I know many people who create their clothes.|0
115703e|The royal family lives in the modern Narayanhiti Palace across the street, behind flagpoles bearing the world's only non-rectangular national flag.|The world's only non-rectangular national flag can be found at Narayanhiti Palace.|0
131316e|'Hmm?' White looked up.|White looked toward the person.|0
41733e|The war was over in six days.|The war ended six days later.|0
