idx|Premise|Hypothesis|label
670c|"We'll fashion supports of more of the sky material.""  ""And have real rods sticking up from the poles in the real universe?"" Hanson asked sarcastically."|We have no material to create supports for the sky material.|1
121238c|Intended for St. Peter's Basilica as part of Michelangelo's botched project for Pope Julius II's tomb, the statue of the great biblical figure sits in awesome majesty.|The statue was commissioned while Pope Julius II was alive.|1
68421c|The men were charging.|The men were running away.|1
97957c|There were no pleasantries between them.|They exchanged many friendly comments.|1
71801c|on going to the cinema, you would be seeing American films sold for foreign consumption, Molotov argued.|American films are not sold for foreign consumption. |1
49448c|For information about nightlife, look in Time Out, the listings pull-out section of the Jerusalem Post, which is published every Friday.|Time Out is published every other Saturday, in the Haaretz newspaper.|1
16070c|The exact manner of his sudden death was never made public.|Information about his death was hastily released to the public.|1
1586c|It seemed magical when maladies were cured, and from tiens, bois derived the word quimbois, for magic potion or spell.|The word quimbois means 'an elephant riding a unicycle on Easter Sunday.'|1
38187c|Time deems the book definitive but too  Morris struggles for fairness but portrays Luce as a calculating, self-indulgent user whose fixed eye on the main chance rendered her oblivious to the concerns of others.|Luce is portrayed as selfless and doesn't think about his actions.|1
144765c|One wing of the house is open to the public, and the estate also supports a 50-hectare (125-acre) deer park.|The house is now off-limits to any members of the public.|1
69513c|and i thought well gee i've i've never known it to lightning at that temperature|It wasn't abnormal to see lighting at that temperature.|1
117457c|in my group uh nearly everyone wears a a sports coat and tie uh but that does change in the summer uh they they get a little more lenient and we can wear like uh an open collar or uh|Some people in my group wear shorts in the winter. |1
109334c|For this reason, the organizations considered promoting awareness as an essential element of the risk management cycle.|The organization was not considering promoting awareness.|1
131629c|The intersection of Via Vittorio Emanuele and Via Maqueda is the town's historic center, Quattro Canti (Four Corners), in a characteristic setting of two great Baroque churches (San Giuseppe dei Teatini and Santa Caterina), the monumental 16th-century Pretoria Fountain by a Florentine sculptor, and the piazza of the same name.|Quattro Canti means Five Corners.|1
61385c|You'll find the basilica's most treasured work of art, Michelangelo's sublime Piet?  Mary with the dead Jesus on her lap in its own chapel to the right of the entrance.|The basilica's most valuable item is hidden deep in a vault below the cellar.|1
124014c|As always, the skills of his own world had failed.|The world had succeeded at that time.|1
49889c|yeah these these people they have the big loudspeakers because they have uh democratic system just like ours where they elect their mayors and their councilmens it's really kind of funny it's it's kind of an invasion of your privacy privacy too they're going down these streets with these really loud speakers|They do not have a democratic system like we do.|1
19725c|Many Poles, especially among the intellectual and professional classes, opposed Soviet influence and Communist rule, and in 1956 the regime faced its first real test.|Most Poles embraced Communist ideals.|1
42804c|The reconfiguration is part of a nationwide effort by LSC to boost cost-effectiveness by reducing the number of providers through a competitive bidding process imposed by Congress under a 1996 law.|It was imposed by Congress under a 1941 law.|1
5171c|An OPM Branch Chief who supervises the cross-trained claims processing team implemented a 360-degree feedback system for assessing both her and her team members' performance.|The branch team members' performance was not assessed.|1
127786c|This increase in the volume of bill mail offsets more than half of the decline in the volume of payment mail allowing bill/payment mail to decline by only 1.1 billion pieces between 1990 and 1996.|The volume of bill mail offsets decreased|1
95611c|The result has been an angry rejection of the research Blum reports and an attempt to disseminate a feel-good alternative in which boys and girls are identical and infinitely malleable.|There was no result, really--everything stayed the same as always.|1
121615c|The analysis describes the reason for the final rule and the legal basis for it; descriptions and estimates of the number of small entities affected by the rule; a discussion of the recordkeeping, reporting, and other compliance requirements; and the steps taken to minimize the burdens on small entities.|No analysis has yet been done to determine the basis for the legal rule.|1
102070c|Investment manager is defined by ERISA to include investment advisers registered under the Advisers Act.|The ERISA does not deal with the Advisers Act.|1
69945c|In this poem, he sees divine grandeur not simply in a trite vision of nature, but in nature as human nature affects it,  industrial images such as shaking metal foil or crushed oil embody the grandeur.|He uses scenes of piety to show how humans affect nature.|1
100228c|Presently, addresses are required on such pieces.|Any parcel may be sent anonymously. |1
49211c|and see some people always talk about the kind of job you do|Nobody ever wants to talk about this kind of job.|1
111465c|What happened next would mark the end of the successful Las Vegas Ranch and the beginning of the era of the subdivision seen across almost all of Western America to this day.|The Las Vegas Ranch was started.|1
14566c|but they make it fun you know they they they the people behind the counter are are laughing and joking with you all the time and i you know that's one reason why i like to go back|The reason I left is the people behind the counter laughing at me.|1
28762c|Jon didn't know.|Jon knew exactly what to do!|1
127748c|He is the Mr. Magoo of scientific theory, genially oblivious to everything he can't or won't see (Daniel Mendelsohn, the New York Observer ). (In Slate , Steven Pinker praises the book.|He understands everything he can't see.|1
105844c|I had seen the Voth witches during the war.|The Voth witches never arrived to fight in the war.|1
3927c|The quaint Beverly Hills Trolley offers a 40-minute guided tour of landmarks and residential areas for $5 ($1 under 12).|The tour is very expensive and most people couldn't afford it.|1
25424c|uh that's still a good hour ride i guess|It's an awful hour ride.|1
102c|The community needs, as a whole, I believe, to be proactive in pursuing of a rational, nation-wide approach that addresses both the concerns, the rights of individuals and the needs of the business community.|The rights of individuals and the business community are of no concern to the speaker.|1
55883c|On the other hand, motivational interviewing approaches view change as the province and responsibility of the individual and work with the individual at whatever level of motivation or stage of change is appropriate to promote consideration of change and an individualized plan of action that does not necessarily include additional treatment or self-help groups like Alcoholics Anonymous.|The individual is not expected to have any responsibility in the process of change.|1
140691c|In a recent Gallup poll, New York was identified as the city that Americans would most like to live in.|No one wants to live in New York City.|1
57565c|Grandparents and fathers push the carriages of the new arrivals during the evening volta, or stroll, glowing in the warmth of the congratulations of their neighbors and friends.|Mothers pull wagons with babies in them.|1
752c|Today it forms the foreground for the seated part of the Sound and Light Show.|There is only a background for the Show.|1
84994c|This was where the monarch met advisers and diplomats.|This isn't where the monarch met with anyone.|1
49882c|and i talked to my parents on the phone i said you know we Texans are a funny breed we we water we water we spend hundreds of dollars a month during the dry part of July August watering our lawn we go out and spend thirty or forty dollars a whack on fertilizer and then we bitch and gripe about having to mow it so often|Down in Texas the people there don't spend any money on looking after their lawns.|1
43807c|GAO's work has shown that|GAO's work has shown that isn't true.|1
132122c|But in assessing computer-processed data, the focus is on one test in the evidence standard-competence-which includes validity and reliability.|The computer data does not need to be put to any tests.|1
51963c|UNEXPLAINED CHANGE IN USPS FY 2001 FINANCIAL POSIT ION|There have been no changes in USPS FY 2001 financial position. |1
58237c|um-hum yeah now i think i've experienced my first cat here that will not eat tuna we have a cat that will not eat tuna um-hum|I am very familiar with cats that don't eat tuna.|1
127921c|But I am there at the desk at 11:01.|I was not at the desk.|1
63841c|Or carry on past Orba to Benidoleig and visit the prehistoric caves, Las Calaveras.|Or continue past and visit the Louvre. |1
60260c|Edgar Jr. wants to treat movies like any other  If a movie costs more to produce, you should charge more for it.|Edgar Jr. wants a fixed rate of movie tickets no matter the production costs.|1
34466c|What more could any analogue computer do?|What else could the digital computer do?|1
60246c|Yet the church, begun by Jesuits in 1748, is a thing of beauty; one half expects its bells to erupt in triumphant song.|The church was begun by Jesuits in 1700.|1
117188c|"He said they'd have a better chance with me, because they would save the women and children first."""|They wouldn't be saving anyone at all.|1
124801c|The Biblioteca Ambrosena (Piazza Pio XI) has reopened in the newly restored 17th-century palace and library of Cardinal Federigo Borromeo.|The Biblioteca Ambrosena  was never reopened.|1
145653c|He was 50.|He was twenty five. |1
4648c|It is now home to the Bettin family, who are custodians of its treasures.|There are no current caretakers.|1
90563c|Its streets are narrow, full of twisting lanes (Arabic souk or suq), steep stairways, and dark covered passageways.|The streets are easy to navigate since they're all mostly straight.|1
132519c|um so we didn't have that problem um|That's one of the problems we had.|1
36967c|When only the pasty noble remained, Vrenna stepped back and raised her hand, offering the man to the dark-skinned blade wielder.|The woman yelled at the man to get lost. |1
93824c|Broadcast interviews-radio, television, and Internet-are done only on request and only when GAO deems them appropriate for public understanding of the facts, findings, conclusions, and recommendations of GAO's products.|GAO never does broadcast interviews and relies on third-party research to inform the public about its products.|1
116836c|As the man had fallen, clutching the wound in his chest, Jon had seemed to forget about him completely.|The man had a wound in his leg.|1
96951c|13 Primary care physicians and emergency physicians identified fewer than 50% of patients with alcohol problems.|Primary care physicians identify 95% of people with alcohol problems.|1
94846c|But other than that, it was a complete and utter waste of my time.|The action was beneficial to me, not a waste of time.|1
3930c|The dilution water used in effluent toxicity tests will depend in part on the objectives of the study and logistical constraints, as discussed in detail in Section 7, Dilution Water.|The dilution water used in effluent toxicity tests depends on the local rainfall.|1
3260c|Ferries depart from Central every two hours between 6:10am and 10:30pm to Silvermine Bay (Mui Wo), where a bus terminal has buses to all parts of the island.|Buses in Silvermine Bay only go to one part of the island.|1
72467c|It's unfortunate that the Supreme Court voided the referendum, because it deprives voters of the opportunity to throw out the poker industry themselves.|The Supreme Court knows what is best. |1
25296c|Time 's behind-the-scenes package follows Steve Jobs through the week leading up to the fateful speech.|Steve Jobs' week leading up to the speech was not followed closely by any media organizations.|1
108849c|For example, you could require parental consent.|You could require no consent at all from anyone.|1
59212c|There is also a museum illustrating the history of the horse in Ireland (including the skeleton of the legendary racehorse Arkle).|THe museum only discusses dogs.|1
4266c|yeah well then if the other person hears something like that they come back just as bad  and he'll say well she underestimated her weight by quite a bit  and they they just got you know they they go back and forth and it's kind of funny um|They love each other and would never make comments about each other.|1
30432c|"A few minutes later he was in the presence of the man who did not here go by the name of ""Mr. Carter."" There was a frown on his face."|In a moment, he was sitting opposite to the real Mr. Carter.|1
31207c|There was a massive dispossession of the Irish from their fertile lands in the east, and they were driven west of the Shannon; in Cromwell's phrase they could go to  Hell or Connaught. |The Irish were largely able to keep and hold onto their lands.|1
117676c|Cynthia, whose young spirits were naturally buoyant, was looking quite her pretty self again, and we all, with the exception of Lawrence, who seemed unalterably gloomy and nervous, were quietly cheerful, at the opening of a new and hopeful future. |Cynthia was down about the new venture.|1
47998c|Determine if the agency controls contractmodifications |Determines if the agency exists.|1
23362c|so well uh|yeah no|1
35748c|yeah well i did see a house for sale in the area i wanted to move into but i don't know where i could come up with the down payment|I haven't seen any houses I want to move to in the area. |1
108268c|What do you think we had better do? Never, I thought, had his indecision of character been more apparent. |What shouldn't we do?|1
49835c|HDS collects data on mail either sent or received by households.|HDS is not concerned with the mail sent or received by households.|1
53622c|(Favorite  the weather radio, which is tuned permanently to National Weather Service broadcasts.)|The weather radio changes between stations.|1
56593c|Ca'daan appeared to be upside down, slung over the back of a horse.|Ca'daan was riding a donkey.|1
61827c|Problems are distinguished from failures of code, which represent defects discovered during operation.|Problems and failures of code refer to the same thing.|1
50365c|Even farther west are several impressive monuments to people and events in Israel's history.|All of the impressive monuments are to the east.|1
67221c|It is here that you can best appreciate the tour de force of geometric planning the avenues represent.|It's impossible to realy appreciate the avenues.|1
68800c|Oh, don't rate the lad, said the Industrialist's wife.|Rate the lad, for all I care. said the Industrialist's wife.|1
85597c|Built in 1893, the Bradbury Building (at 304 South Broadway) is Los Angeles's oldest commercial building.|Standford Hall is Ohio's first college. |1
40209c|Even Barik noticed it.|Barik was oblivious to it.|1
51234c|The horror in front of him was too much to bear.|He was unfazed by what he saw.|1
83761c|Republicans'  We're winning the budget fight by convincing Clinton to compromise.|Clinton is not being asked to compromise on the budget by Republicans.|1
110961c|A single keystroke will give you the book, drain your bank account of five shiny quarters, and leave you feeling like an honest, upstanding citizen.|the single keystroke does not lead to any effects.|1
14604c|"Disdaining the spiky pen and thick, black treacle which a beneficent Government had provided, Tuppence drew out Tommy's pencil which she had retained and wrote rapidly: ""Don't put in advertisement."|Tuppence written the note using a pencil.|1
29732c|The best view is from the top of the gateway.|The bottom of the gateway has the best view.|1
139015c|oh how awful sounds like Mister Power Hungry  but you know just yesterday though i saw a girl in the spin out here at Lewisville that had on a pair of shorts|Yesterday I saw a girl wearing pants.|1
96684c|"Between you and me, sir, remarked Japp, ""I'd sooner have any amount of rumours than be arrested for murder. "|He believes that being arrested is a much better outcome than have rumours about it.|1
47536c|This is said to give the doctor-investors an incentive not only to cut corners (the traditional HMO complaint) but also to send poor patients to doctors outside the company while referring rich patients to doctors affiliated with the company.|They are sending the poor patients to the expensive doctors in the company. |1
65819c|Arab trade with India had long since whetted the appetites of the Muslims; when Indian pirates plundered their ships off the coast of Sind in 711, it provoked the Governor of Chaldea (now Iraq) to send troops with 6,000 horses and 6,000 camels to conquer the Sind rajas and offer the alternative of converting to Islam or death.|After Indian pirates plundered their ships, the Governor of Chaldea sued for peace.|1
5868c|no they don't take any i mean i couldn't even go there my husband couldn't we would have to receive all this special permission to go there for even when some you know in in inner company you know transfer or something and i have another friend from uh Costa Rica that she was born there she's Costa Rican i guess i do know a little bit i went to Mexico City one time and stayed i've been there twice and stayed and that was that was just really sad but a lot of it though is their debt i think that we should not loan them anymore money that if we still want to give them money give them money quit loaning it to them you're not going to get it back don't be indebted to anybody don't be the you know loaner nor borrower and it's just not good we need to if we feel like we need to give them money then give it to them but quit loaning all the money out which i don't think we're loaning anymore now but that's how we got into a problem if we got them we have sink them in the hole by us loaning them all of these billions of dollars that common sense you could just look at it and say they're not going to be able to pay us back|He will not go to the church in Guatemala.|1
87880c|An expectation gap between what an audit is and is not continues to exist, especially with regard to the auditor's responsibility for detecting fraud.|The audit has no issues of uncertainty.|1
133825c|yeah uh never happy|He's always happy.|1
11295c|The early scenes evoke elation and dread simultaneously, the later ones just dread; and the last half-hour is unrelieved torture.|All the scenes we saw were utterly boring.|1
4339c|You said that when the computer was finished you would _wait_ for my true name, and I promised that you should have it when the time came, but not what the time would be.|You said that you would leave as soon as the computer was built, without waiting to hear my true name.|1
82254c|Fenfluramine increases the brain's serotonin levels (Prozac does, too, but not as dramatically) to produce a sense of satiety.|Fenfluramine decreases the serotonin levels to make people feel full.|1
46872c|Bell had recently been approved to have the federal government subsidize part of his monthly rent, but the government's portion of the December rent was going to be delayed until January, and the landlord was reluctant to wait.|The landlord was happy to wait for several months for the rent.|1
18724c|The car swept up the drive, and stopped before the porch.|The car ran up the drive and straight into the porch.|1
39959c|The hall, begun in the reign of Emperor Tiberius following the Roman takeover, has pleasing proportions and the interior is decorated with reliefs depicting Roman emperors dressed in Pharaoh's garb and worshipping Knum.|The hall is devoid of any form of decoration, including reliefs. |1
31598c|Society was optimistic.|Society was pessimistic.|1
89693c| It shouldn't have been true.|They were relieved that it turned out to be false.|1
14822c|But Red had not used up his grievances.|REd was out of time.|1
120173c|and uh uh-huh um-hum it's probably very pretty|It's probably gross. |1
82433c|"Do you have anything to say?"""|Quit talking, we know what happened.|1
74201c|However, the sale of assets to foreigners can affect the nation's ability to consume and invest.|Selling assets to foreigners doesn't affect the nation whatsoever. |1
26450c|I just got back from a job fair in Washington where I identified about two dozen very qualified young attorneys.|I was getting ready to go to the job fair in Washington.|1
10445c|Especially the phraseology.|Broadly the body language.|1
138838c|well um my grandma speaking of those meatballs again she um every Christmas and and Easter whenever we have at the big get-together over at her house she makes this meat ball sauce and it has i don't know they are just kind of like quarter size meatballs and they are absolutely delicious i don't know what she calls them and i don't i'm sure she puts wine in it because um she cooks everything with alcohol but|My grandma never makes meatballs.|1
41496c|The clues are not obvious, but they are not too hard to get either, especially after a second or third rerun.|I was not able to find any clues because they were so well-hidden.|1
84053c|A drop-ship discount might also evoke type-1 worksharing activity.|Nothing can encourage sharing activity. |1
137136c|After becoming disabled in a machete attack on a visit to his native Haiti, Jean-Claude Joseph needed help persuading his landlord to move him from a fifth-floor apartment to one on the ground floor.|Jean-Claude Joseph was never attacked with a machete.|1
11949c|The media, consumed by the frenzy over cloning, have largely ignored the brain-transplant story.|The public quickly forgot about reports of human cloning.|1
68248c|Thorn and fifteen others had been selected by the wolf lord of Thorn's tribe and, seeing the power and skill of the other men, Thorn was proud to be among them.|The tribe disbanded after losing a battle. |1
43461c|The following table summarizes the practices of our sample organizations in each principle area and compares them with practices in the federal CIO environment.|The CIO has no environment or anything of the sort.|1
84606c|How much is a single executive worth?|Are executives worth nothing?|1
25720c|They were denied my entree into the world of conservative journalism.|They were completely allowed entree into the world of conservative journalism.|1
3886c|. I suppose you could make an argument that it's a significant enough phenomenon, so that it deserves to be here.|IT was not significant and has no business being here.|1
55499c|4 SECTION 1. SHORT TITLE|Long title.|1
61990c|'A dangerous one.'|It's very safe.|1
90353c|yeah what time is that supposed to be|There is no currently scheduled time, right?|1
19047c|What they do know, however, is that men's chins have been getting larger over the last 200 generations.|The chins have gotten smaller over the years.|1
30559c|For Buchanan, the symbolic economic issue is a revival of high tariffs on manufactured imports.|Buchanan says the revival of high tariffs is important.|1
90028c|In addition to those named above, the following individuals made important contributions to this  Cheryl Driscoll, Valerie A. Freeman, Sharon Loftin, Elizabeth Martinez, Mary Merrill, Debra Sebastian, Ruth Sessions, Brooke Whittaker, and Maria Zacharias.|Those named above are the only ones who made important contributions.|1
91109c|If the board is not following best practices, it should report why it is not following these practices.|Boards who don't follow best practices shouldn't have to offer an explanation for this.|1
9950c|The Department of Health and Human Services (HHS) is the U.S. government's principal agency for protecting the health of all Americans and providing essential human services.|The Department of Health and Human Services provides no benefit to Americans.|1
4350c|I suppose that was probably White's influence, his words still chipping away in the back of my head.|White has had no influence on me at all, all my decisions are made by myself. |1
79188c|yeah yeah that we're kind of stuck with them|We can ditch them as soon as possible.|1
64953c|Or if that thought is less appealing to you, though, as it is to increasing numbers of travelers, you'll find another side to the Balearics.|Should that not suit you, you'll find that there is nothing else for you on the Balearics.|1
57805c|These efforts are not advanced by unsupported suggestions of hypocrisy, such as are contained in Weisberg's column.|These efforts are advanced by unsupported suggestions of hypocrisy.|1
113273c|" ""What happened?""  Nema glanced around briefly and sighed."|Nerma didn't care what occurred. |1
87564c|lSummary of Real Property Owned by the United States Throughout the World as of September 30, 1991, US General Services Administration (Dec.|There is a no summary of the real property that Americans own elsewhere in the world.|1
114372c|But both the design and workmanship were considered poor.|The design was amazing!|1
121137c|One week, you're the only one he can turn to when Newt shuts down the government; the next, you're bucking him up for Saddam.|You are one of many he can turn to when the government gets shut down. |1
62636c|you know what what you know what might happen but the you know for TV station you know that TV station isn't going to want to restrict how they use it and they're going to show it on the six o'clock well probably not the six o'clock news but they'll show it on the eleven o'clock eleven o'clock news and i don't you know i've got a ten year old and you know she's she could very well be up at that time|Nothing offensive will be shown.|1
71157c|I can sell you one, cuz I got me several, for friends, you know.'|They can't sell any, they only have one.|1
13275c|The man stood straight, his breathing relaxed.|The man slouched while breathing heavily.|1
109269c|It will revive you. |It'll make you more tired.|1
124722c|Caravaggio's only still life, Bowl of Fruit, is here.|Bowl of Fruit was the first of many still life paintings done by Caravaggio.|1
127217c|At first, in spite of the costume, he was pleased.|He was unhappy wearing the costume from the start.|1
89493c|The framework allows you to identify the appropriate mix of assessment steps to fit the particular needs of your engagement.|The framework doesn't allow you to identify the appropriate mix|1
117795c|(It's short indeed, going from Mesopotamia to medieval Burgundy to Nicole Simpson in 10 pages.)|At 10 pages, it was an incredibly long read.|1
11228c|there you go that's it that's it|You are completely wrong.|1
25290c|But if the administration isn't buying, its allies are.|The administration is buying but its allies have no interest. |1
27695c|More than 200 paintings of famous and infamous Scots can be found in the collection, which was initiated by David, 11th Earl of Buchan.|There are less than 100 paintings in the collection.  |1
145073c|, hospital admissions for specific cardiovascular illnesses).|Cardiovascular illness is not a reason for hospital admission.|1
16755c|The amarine' amphora is decorated with octopus and argonauts.|There is no decoration on the amarine amphora.|1
71233c|Paired phrases do have rhetorical vigor, particularly in the call and response of What do we want?|Paired phrases have no rhetorical vigor.|1
70088c|Makes you think.'|Something is easily ignorable.|1
89366c|because they figured everybody else is just coming to just to be there|They went there to contribute to the group.|1
84861c|And Orientalism , with its harsh critiques of European philology and American social science, contributed to an epistemological shift in the American  Traditional disciplines were no longer to be taken for granted as the vehicles of objective knowledge but themselves became the objects of ideological analysis.|Orientalism includes no European characteristics.|1
85297c|In the meantime, every minute of delay gained was valuable.|Every minute of delay gained was negligible.|1
41161c|Nearby is the house of another famous person, an author whose fictitious main character has taken on an almost-real persona.|The house of the other famous person is very far from here.|1
66622c|In winter a large ice rink covers the lawns, where you can enjoy outdoor skating in a picturesque setting.|The lawns aren't covered by an ice rink during the winter.|1
130413c|Many of them are quite elite in their own right.|All of them are elite.|1
31341c|He is coming to, remarked a voice very near Tommy's ear.|Tommy heard a voice off in the distance.|1
37570c|Oh say, I don't want to be intrusive, but if your guests do get into another knife fight or whatever, it's really easy to get the blood splatters out of the white frilled curtains if you wash them in cold water right away.|I want to be involved in this knife fight.|1
49774c|we uh just you know for like a short weekend or something we don't go for the long you know week long thing|We go there for at least a week, sometimes a month.|1
94904c|"There's nobody to put Mr. Brown wise."" 172 The lawyer shrugged his shoulders."|Mr. Brown already knows everything about the situation.|1
51289c|In addition, there is nothing that identifies the support staff and the White House Fellow, referred to as the group support staff, assigned to provide support to the NEPDG.|There isn't nothing that identifies the support staff and the White House Fellow|1
106385c|we were we were way behind financially and so haven't really uh quite managed to catch up yet|We are in a good financial situation.|1
116950c|right we we find it hard to believe sometimes or hard to understand when uh|We understand everything that's going on.|1
34392c|He looked down at himself in disgust.|He looked down at himself with great pleasure.|1
74807c|Constantine added new city walls, following a plan he claimed to have been given by Christ in a vision, and commissioned a grand central forum decorated with a triumphal column as well as several other monuments.|Constantine did not build anything in the city.|1
73793c|The H-2A workers' presence in the United States under the temporary worker visa entitled them to LSC eligibility.|Even if they have a temporary worker visa, H-2A are not entitled to LSC eligibility.|1
46521c|In fact, there seems to be a fourth Murray struggling to get out.|There is only one Murray. |1
87022c|"A thought-projector!"""|A love incubator!|1
7226c|It was Susan in his head.|Susan was the least of his concerns, it was Lucas he was focused on most.|1
113386c|'This was a demonstration of power- to show you all that they are vulnerable, that one man can take them on and win.|One man is not able to defeat them, they will always win.|1
116452c|Becker, Beijing bureau chief for the South China Morning Post , describes in gory detail how Mao Tse-tung's industrialization program, the Great Leap Forward of 1958, created a devastating famine--30 million dead, more than the combined tolls of Hitler and Stalin.|According to Becker, Mao Tse-tung is known to have created a terrible famine, but that is not the truth.|1
109041c|A minute staircase led to the Musamman Burj, the pavilion of the emperor's chief wife.|A minute staircase leads to Heaven.|1
89954c|Epidemiology.|Anthology|1
49301c|put a big cast on it|Let it be with nothing.|1
86298c|Errors are considered acceptable under these  You have assessed the associated risk and found the errors are not significant enough to cause a reasonable person, aware of the errors, to doubt a finding, conclusion, or recommendation based on the data.|Errors are acceptable no matter what.|1
44221c|oh are you where are you from oh i'm from Midland|I've never been to Midland.|1
25164c|Jon fell in and out of sleep until the huge red sun rose and painted the Old One in scarlet.|The sun rose and colored the Old One in scarlet, but Jon was so tired that he slept through the morning. |1
42466c| Restaurants and Meal Times|Hospitals and testing times|1
81498c|Next steps|There are no further steps.|1
73909c|A dear old lady returned from her first visit with the Italy's very nice, very nice indeed, but for my taste, much too much history. |A nice old woman said, when she came back from Italy, that she loved the history of the area.|1
50197c|When asked why he did it, he reportedly said, I'm crazy.|He reportedly said he was sane when he was asked why he did it.|1
49755c|huh i remember|I don't remember.|1
116591c|we had one of those two days ago|We've never had one of those.|1
2540c|Under each scenario, the costs of meeting the emission constraints are included in the price of electricity.|Costs of meeting emission constraints are not included in any scenario.|1
71326c|Ozone Minor restricted activity days|There are no restricted activity days.|1
33305c|A formidable Madrid church of the mid-18th century is southwest of here, the Bas?­lica de San Francisco El Grande (Basilica of St. Francis of Assisi).|The Basilica de San Francisco El Grande is a modern church constructed in the early 21st century.|1
88525c|It has one side screening out the summer heat while the other is open to the cooler breezes.|The screen would bring the heat into the room.|1
132222c|I shall not require you again this evening.|You are no longer required here, ever.|1
43905c|all righty so uh do you think Russia's still a threat|So do you think Russia is a good ally?|1
91581c|Suleiman the Magnificent rebuilt the walls and gates in the form they retain to this day.|Suleiman built the walls that were torn down.|1
27494c|and you would think that uh in that time they'd uh get their lawns and and gardens established|I don't think they should plant lawns and gardens in their yards.  |1
140182c|Perhaps she's trying the same approach.|She is not considering the same approach.|1
39963c|federal operations at risk of tampering, disruption, and inappropriate disclosure.|There is no risk of inappropriate disclosure.|1
116138c|With cooling sea breezes and good sandy beaches it offers all the basic ingredients needed for a relaxing vacation; Egyptian hoteliers and restaurateurs are working hard to provide the rest.|Egypt offers anything but a relaxing vacation.|1
87636c|and what would you do|What would you avoid doing?|1
112105c|COST-BENEFIT ANALYSIS -The weighing of benefits against costs usually expressed as a ratio of dollar benefits to dollar costs for each of a variety of alternatives to provide a comparable basis of choice among them.|There is no way to quantify costs or benefits of alternative choices.|1
42391c|so that's better than ignoring you i think|Well, then I'll just ignore you.|1
23210c|Because it is one thing to encourage work-sharing, but quite another to ignore the law, and give revenue away.|Work-sharing is impossible regardless of whether or not you follow the law.|1
74498c|and uh you know it's there's there's a heck of a lot of difference between you know the intake that you get from TV and and movies and what you hear in school and then what reality is|Everything on tv and in movies is real life.|1
36542c|National unity was completed with the annexation of the Veneto in 1866 and Rome, the new capital, in 1871.|Veneto was declared the new capital, in 1871.|1
92983c|In short, an examination of the language of the presence requirement and the statutory context in which it arises raises a number of interpretive problems and fails to resolve the question of when an alien must be present in the United States in order to be entitled to legal services representation.|An examination of the language of the presence requirement said that the alien could be anywhere adn still get help.|1
61128c|the drug can use you|I don't believe drugs can influence someone's behaviors or personality.|1
119647c|Patients in the emergency setting range from those with no alcohol problems to those with severe dependence.|Patients never have no alcohol problems, there is always something related to alcohol in their condition. |1
14532c|In response to criticism, last week the U.S. government guaranteed a $3-billion loan to Indonesia.|The US Government does not back loans to foreign countries.  |1
48523c|He glared at the group, even more so when he saw the gold coins.|He ignored the group.|1
145482c|The elaborate interiors and decorations are attributed to rivalry between neighboring villages.|The interiors are very plain and stark.|1
140070c|The Commission's submission to GAO did not highlight any other actions taken to encourage small entity participation in the rulemaking process.|The Commission's report didn't highlight actions taken to discourage participation in rulemaking.|1
92583c|Conversely, government dissaving, or a deficit, absorbs funds saved by households and businesses and reduces overall national saving available to finance private investments.|Government deficit increases national saving available to finance private investments. |1
62998c|"Only some jasper had such a good idea as to that what an' where, he an' some amigos was squattin' back of rocks jus' waitin' for th' Coronel to ride into their little pocket of fire."" "|Jasper had set up a surprise party for the Coronel.|1
62704c|To address VBA's performance expectation for senior executives to ensure that plans exist and are adequately implemented to recruit, train, retain, motivate, empower, and advance employees, the senior executive in VBA's Manila, Philippines, Regional Office and Outpatient Clinic conducted focus groups to identify actions needed to respond to the results of the 1999 employee survey.|VBA is pulling out of Manila.|1
3619c|He imagined Czeslawa Ceracz using this liquid and kept dreaming for good.|He thought she was throwing away the liquid.|1
141628c|They clambered up the wooden stairs and Red hooked the cage toward them.|They went down the stairs.|1
26382c|that's that's in uh Texas stadium where the football players play|Football players do not play at Texas Stadium. |1
119238c|"I'll be round to-morrow at eleven o'clock."""|I'll wait till the following day.|1
104444c|I would judge he wants the full treatment.|I wouldn't judge him for anything.|1
23789c|Boats set sail from Trois-Riviyres (48 km/30 miles from Pointe Pitre), Basse-Terre, and Pointe Pitre.|The trains all leave Trois-Riviyres, the biggest station in the country is there.|1
48809c|in the long run i think it would really be worth while|No gain will come out of this in the long run.|1
72297c|The modern town of Luxor is one of two towns forming tourist bases on the Nile Valley.|There is very little tourism around the city of Luxor.|1
111029c|Back to story.|The story is finished.|1
38933c|Do you mean they've arrested him?|Has he been released?|1
128180c|It's downright impossible for anyone to get here quicker than we did.|It's not possible for us to be the first ones here.|1
137933c|The town also provides plenty of opportunities for both fitness enthusiasts and fans of spectator sports.|Fitness buffs and sports fans should avoid this town as there is not much to do. |1
4008c|There was a queer boulder in the path just there for all the world like a dog sitting up begging.|There was a dog sitting up, begging, at the side of the path.|1
87435c|Early in the evening, tourists crowd in for a look at what's going on, but as time wears on, the dyed-in-the-wool gamblers come to the fore.|Seasoned gamblers arrive early in the night and leave as the evening progresses.|1
129895c|Merry Christmas from all of us at|Happy Halloween!|1
19516c|yeah that would seem like that would be uh more expensive than a uh nursing nursing home wouldn't it|A nursing home is the costliest option.|1
